time,robot1,human1,human2,human3,human4,human5,human6
2.5,"{""px"": -1.1455562360584737, ""py"": 3.0637592643499376, ""vx"": -0.13773410022258759, ""vy"": -0.6086245179176331, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 1.6112595565617085, ""py"": -1.5029385402798652, ""vx"": 0.9067546129226685, ""vy"": 0.37204381823539734, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.941489713639021, ""py"": 1.8416928756982087, ""vx"": -0.7349623441696167, ""vy"": 0.842501699924469, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.0521092863520607, ""py"": 5.448551968485117, ""vx"": 0.024458028376102448, ""vy"": -0.9783573746681213, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.6591577184386552, ""py"": -2.1546258218586445, ""vx"": -0.12185216695070267, ""vy"": 0.9925482869148254, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -1.2671526424586772, ""py"": 1.477563414350152, ""vx"": 0.6978652477264404, ""vy"": 0.3839541971683502, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.198591810464859, ""py"": 0.3745193094946444, ""vx"": 0.9793205857276917, ""vy"": 0.21540585160255432, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
2.75,"{""px"": -1.1757322739809752, ""py"": 2.9205541580915453, ""vx"": 0, ""vy"": 0, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 1.8375909097492695, ""py"": -1.410578155517578, ""vx"": 0.9053254127502441, ""vy"": 0.36944153904914856, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.7557910703122617, ""py"": 2.0529449094086885, ""vx"": -0.7427945733070374, ""vy"": 0.845008134841919, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.05860521660652, ""py"": 5.2043740160763265, ""vx"": 0.025983721017837524, ""vy"": -0.9767118096351624, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.6286946767009796, ""py"": -1.9064887501299381, ""vx"": -0.12185216695070267, ""vy"": 0.9925482869148254, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -1.095316758006811, ""py"": 1.5791607160121202, ""vx"": 0.6873435378074646, ""vy"": 0.4063892066478729, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.4438423186540603, ""py"": 0.4265029043890536, ""vx"": 0.9810020327568054, ""vy"": 0.20793437957763672, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
3.0,"{""px"": -1.1677659669891, ""py"": 2.882728733867407, ""vx"": 0, ""vy"": 0, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 2.0634104825556276, ""py"": -1.318784625828266, ""vx"": 0.9032782912254333, ""vy"": 0.3671741187572479, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.5722414277493955, ""py"": 2.26643979139626, ""vx"": -0.7341985702514648, ""vy"": 0.8539795279502869, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.0653037002077326, ""py"": 4.960652218014002, ""vx"": 0.026793934404850006, ""vy"": -0.9748871922492981, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.5982316349633039, ""py"": -1.6583516784012318, ""vx"": -0.12185216695070267, ""vy"": 0.9925482869148254, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.9359296016395091, ""py"": 1.6818433064967393, ""vx"": 0.6375486254692078, ""vy"": 0.41073036193847656, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.6893337488174438, ""py"": 0.4782485687173903, ""vx"": 0.9819657206535339, ""vy"": 0.20698265731334686, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
3.25,"{""px"": -1.1606392724439503, ""py"": 2.840704493969679, ""vx"": 0, ""vy"": 0, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 2.288561514765024, ""py"": -1.2275716081261634, ""vx"": 0.9006041288375854, ""vy"": 0.36485207080841064, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.3890690527856351, ""py"": 2.479812781885266, ""vx"": -0.7326894998550415, ""vy"": 0.8534919619560242, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.072106913360767, ""py"": 4.7174399204552175, ""vx"": 0.027212852612137794, ""vy"": -0.9728491902351379, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.5677685932256282, ""py"": -1.4102146066725254, ""vx"": -0.12185216695070267, ""vy"": 0.9925482869148254, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.7816342465579509, ""py"": 1.786171193793416, ""vx"": 0.6171814203262329, ""vy"": 0.41731154918670654, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.9351446896791458, ""py"": 0.5305815325118601, ""vx"": 0.9832437634468079, ""vy"": 0.20933185517787933, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
3.5,"{""px"": -1.154661619476974, ""py"": 2.792785805463791, ""vx"": 0, ""vy"": 0, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 2.5128772921860216, ""py"": -1.1372500970959663, ""vx"": 0.8972631096839905, ""vy"": 0.3612860441207886, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.20165479406714448, ""py"": 2.6945563960820436, ""vx"": -0.7496570348739624, ""vy"": 0.8589744567871094, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.0789605273632332, ""py"": 4.474799842387438, ""vx"": 0.027414456009864807, ""vy"": -0.9705603122711182, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.5373055514879526, ""py"": -1.162077534943819, ""vx"": -0.12185216695070267, ""vy"": 0.9925482869148254, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.6493634782731532, ""py"": 1.897615860775113, ""vx"": 0.5290830731391907, ""vy"": 0.44577866792678833, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 2.181509566307068, ""py"": 0.5838231504894793, ""vx"": 0.9854595065116882, ""vy"": 0.21296647191047668, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
3.75,"{""px"": -1.1524269612506033, ""py"": 2.7540007650852205, ""vx"": 0, ""vy"": 0, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 2.7603724665939806, ""py"": -1.0862628310918807, ""vx"": 0.9899806976318359, ""vy"": 0.20394906401634216, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.03723529204726228, ""py"": 2.901869799569249, ""vx"": -0.6576780080795288, ""vy"": 0.829253613948822, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.085833551059477, ""py"": 4.232805565744639, ""vx"": 0.027492094784975052, ""vy"": -0.9679771065711975, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.5068425097502769, ""py"": -0.9139404632151127, ""vx"": -0.12185216695070267, ""vy"": 0.9925482869148254, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.5322205401957034, ""py"": 2.013948719576001, ""vx"": 0.4685717523097992, ""vy"": 0.46533143520355225, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 2.428821635246277, ""py"": 0.6378243924118578, ""vx"": 0.9892482757568359, ""vy"": 0.21600496768951416, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
4.0,"{""px"": -1.1520693408325315, ""py"": 2.686035026609898, ""vx"": 0.0007152408361434937, ""vy"": -0.13593147695064545, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 3.009111738950014, ""py"": -1.0611874271184205, ""vx"": 0.9949570894241333, ""vy"": 0.10030161589384079, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.11448099985718718, ""py"": 3.1050784695893525, ""vx"": -0.6068651676177979, ""vy"": 0.8128346800804138, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.0936819526134058, ""py"": 3.9574511505663397, ""vx"": 0.03139360621571541, ""vy"": -1.1014176607131958, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.4763794680126012, ""py"": -0.6658033914864063, ""vx"": -0.12185216695070267, ""vy"": 0.9925482869148254, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.4238334797322749, ""py"": 2.1331108171492814, ""vx"": 0.433548241853714, ""vy"": 0.47664839029312134, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 2.6716162234544756, ""py"": 0.6783682950772345, ""vx"": 0.9711783528327942, ""vy"": 0.16217561066150665, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
4.25,"{""px"": -1.190388004668057, ""py"": 2.520748902857304, ""vx"": -0.07663732767105103, ""vy"": -0.330572247505188, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 3.2578510113060473, ""py"": -1.0361120231449603, ""vx"": 0.9949570894241333, ""vy"": 0.10030161589384079, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.2319465331733226, ""py"": 3.2962898422032594, ""vx"": -0.4698621332645416, ""vy"": 0.7648454904556274, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.1015422918600961, ""py"": 3.682143584638834, ""vx"": 0.03144135698676109, ""vy"": -1.101230263710022, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.44591642627492556, ""py"": -0.41766631975769997, ""vx"": -0.12185216695070267, ""vy"": 0.9925482869148254, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.3151485003530978, ""py"": 2.253441933169961, ""vx"": 0.4347399175167084, ""vy"": 0.4813244640827179, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 2.853712168335915, ""py"": 0.7087762211449444, ""vx"": 0.7283837795257568, ""vy"": 0.12163170427083969, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
4.5,"{""px"": -1.3952552931383253, ""py"": 2.165548612177372, ""vx"": -0.4097345769405365, ""vy"": -0.7104005813598633, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 3.5065902836620806, ""py"": -1.0110366191715001, ""vx"": 0.9949570894241333, ""vy"": 0.10030161589384079, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.31280050203204146, ""py"": 3.4409350264817475, ""vx"": -0.3234158754348755, ""vy"": 0.5785807371139526, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.1094102446688339, ""py"": 3.4068658508360388, ""vx"": 0.03147181123495102, ""vy"": -1.1011109352111816, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.4154533845372499, ""py"": -0.1695292480289936, ""vx"": -0.12185216695070267, ""vy"": 0.9925482869148254, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.1927297390997409, ""py"": 2.427664864435792, ""vx"": 0.48967504501342773, ""vy"": 0.696891725063324, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 2.990284126996994, ""py"": 0.7315821652300656, ""vx"": 0.5462878346443176, ""vy"": 0.09122377634048462, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
4.75,"{""px"": -1.6855893986299635, ""py"": 1.8123193278908731, ""vx"": -0.5806682109832764, ""vy"": -0.706458568572998, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 3.755329556018114, ""py"": -0.9859612151980399, ""vx"": 0.9949570894241333, ""vy"": 0.10030161589384079, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.38579765483736983, ""py"": 3.586722772195935, ""vx"": -0.2919886112213135, ""vy"": 0.5831509828567505, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.1172834147466346, ""py"": 3.1316086508333685, ""vx"": 0.031492680311203, ""vy"": -1.1010288000106812, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.3849903427995742, ""py"": 0.07860782369971275, ""vx"": -0.12185216695070267, ""vy"": 0.9925482869148254, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.07069965973496428, ""py"": 2.600362557545304, ""vx"": 0.48812031745910645, ""vy"": 0.6907907724380493, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 3.0927130922675135, ""py"": 0.7486866232939065, ""vx"": 0.409715861082077, ""vy"": 0.06841783225536346, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
5.0,"{""px"": -2.0204126494005323, ""py"": 1.4886083200573923, ""vx"": -0.6696465015411377, ""vy"": -0.6474220156669617, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 4.004068828374147, ""py"": -0.9608858112245797, ""vx"": 0.9949570894241333, ""vy"": 0.10030161589384079, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.4417125225067138, ""py"": 3.7038596231490373, ""vx"": -0.2236594706773758, ""vy"": 0.46854740381240845, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.12516076087486, ""py"": 2.856367961317301, ""vx"": 0.031509384512901306, ""vy"": -1.10096275806427, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.348687303159386, ""py"": 0.3261856250464916, ""vx"": -0.14521215856075287, ""vy"": 0.9903112053871155, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.05502861961722383, ""py"": 2.7916148487478494, ""vx"": 0.5029131174087524, ""vy"": 0.7650091648101807, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 3.1695348218083383, ""py"": 0.7615149677731097, ""vx"": 0.30728691816329956, ""vy"": 0.0513133779168129, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
5.25,"{""px"": -2.4174548046663404, ""py"": 1.2051286593079569, ""vx"": -0.7940843105316162, ""vy"": -0.5669593214988708, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 4.252808100730181, ""py"": -0.9358104072511195, ""vx"": 0.9949570894241333, ""vy"": 0.10030161589384079, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.4801219642162322, ""py"": 3.7976941648870706, ""vx"": -0.15363776683807373, ""vy"": 0.3753381669521332, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.1339571472955867, ""py"": 2.5948355056345465, ""vx"": 0.035185545682907104, ""vy"": -1.046129822731018, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.30884138206020006, ""py"": 0.5734175406396389, ""vx"": -0.15938368439674377, ""vy"": 0.9889276623725891, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.15446954444050798, ""py"": 2.9469154212623834, ""vx"": 0.3977636992931366, ""vy"": 0.621202290058136, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 3.2271511152386667, ""py"": 0.7711362256668508, ""vx"": 0.23046517372131348, ""vy"": 0.03848503157496452, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
5.5,"{""px"": -2.908776249177754, ""py"": 1.0660999462008478, ""vx"": -0.9826428890228271, ""vy"": -0.27805742621421814, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 4.501547373086214, ""py"": -0.9107350032776593, ""vx"": 0.9949570894241333, ""vy"": 0.10030161589384079, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.5027195006608962, ""py"": 3.852361075207591, ""vx"": -0.090390145778656, ""vy"": 0.2186676412820816, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.1606959064258262, ""py"": 2.351019532233477, ""vx"": 0.10695503652095795, ""vy"": -0.9752638936042786, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.27045613611117014, ""py"": 0.797484990209341, ""vx"": -0.1535409837961197, ""vy"": 0.8962697982788086, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.22977587059140214, ""py"": 3.0664694491773843, ""vx"": 0.30122530460357666, ""vy"": 0.47821611166000366, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 3.270363335311413, ""py"": 0.7783521693199873, ""vx"": 0.1728488802909851, ""vy"": 0.028863774612545967, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
5.75,"{""px"": -3.4006271617487074, ""py"": 0.9761961445212366, ""vx"": -0.9837018251419067, ""vy"": -0.1798076033592224, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 4.750286645442247, ""py"": -0.8856595993041991, ""vx"": 0.9949570894241333, ""vy"": 0.10030161589384079, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.513747376948595, ""py"": 3.871235040575266, ""vx"": -0.04411150515079498, ""vy"": 0.07549586147069931, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.2611086253775283, ""py"": 2.1215832240879537, ""vx"": 0.40165087580680847, ""vy"": -0.9177452325820923, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.24574326248839506, ""py"": 1.0073948465287685, ""vx"": -0.09885149449110031, ""vy"": 0.83963942527771, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.28874700739979753, ""py"": 3.161238822713494, ""vx"": 0.23588454723358154, ""vy"": 0.3790774941444397, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 3.3027725003659727, ""py"": 0.783764127176255, ""vx"": 0.12963666021823883, ""vy"": 0.021647831425070763, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
6.0,"{""px"": -3.8924780743196608, ""py"": 0.8862923428416254, ""vx"": -0.9837018251419067, ""vy"": -0.1798076033592224, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 4.962714976817369, ""py"": -0.8642446991056203, ""vx"": 0.8497133255004883, ""vy"": 0.08565960079431534, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.521647723019123, ""py"": 3.8553324971348046, ""vx"": -0.03160138428211212, ""vy"": -0.06361017376184464, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.3652615283383056, ""py"": 1.8943120844662191, ""vx"": 0.41661161184310913, ""vy"": -0.9090845584869385, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.23619967037811884, ""py"": 1.2118206433951855, ""vx"": -0.03817436844110489, ""vy"": 0.8177031874656677, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.34002323672175416, ""py"": 3.2468963745981454, ""vx"": 0.20510491728782654, ""vy"": 0.34263020753860474, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 3.327079375088215, ""py"": 0.7878230954520404, ""vx"": 0.09722749888896942, ""vy"": 0.016235873103141785, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
6.25,"{""px"": -4.384328986890614, ""py"": 0.7963885411620142, ""vx"": -0.9837018251419067, ""vy"": -0.1798076033592224, ""radius"": 0.4, ""gx"": -7.1, ""gy"": 0.3, ""v_pref"": 1.5, ""theta"": 1.5707963267948966}","{""px"": 5.122036225348711, ""py"": -0.8481835234910249, ""vx"": 0.6372849941253662, ""vy"": 0.06424470245838165, ""radius"": 0.5, ""gx"": 5.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": -0.5409742888063191, ""py"": 3.844739958271384, ""vx"": -0.07730626314878464, ""vy"": -0.042370155453681946, ""radius"": 0.5, ""gx"": -1.0, ""gy"": 3.1, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 1.469414431299083, ""py"": 1.6670409448444845, ""vx"": 0.41661161184310913, ""vy"": -0.9090845584869385, ""radius"": 0.5, ""gx"": 2.6, ""gy"": -0.8, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.23664628413971522, ""py"": 1.3967376910150051, ""vx"": 0.0017864550463855267, ""vy"": 0.7396681904792786, ""radius"": 0.5, ""gx"": 0.1, ""gy"": 2.4, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 0.38404897823929796, ""py"": 3.3445120710879563, ""vx"": 0.17610296607017517, ""vy"": 0.3904627859592438, ""radius"": 0.5, ""gx"": 0.8, ""gy"": 3.2, ""v_pref"": 1.5, ""theta"": 0}","{""px"": 3.3453095320612194, ""py"": 0.7908673216588795, ""vx"": 0.07292062789201736, ""vy"": 0.012176904827356339, ""radius"": 0.5, ""gx"": 3.4, ""gy"": 0.8, ""v_pref"": 1.5, ""theta"": 0}"
